선수명,생년월일,연도,팀,나이,P,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR*,WPA
정진기,1992-10-10,2020,SK,28,RF,50,140,126,14,30,2,2,2,42,15,7,1,7,1,1,34,2,4,2,0.238,0.279,0.333,0.613,0.270,51.1,-0.22,-0.03
정진기,1992-10-10,2021,"SSG,NC",29,LF,88,206,193,27,43,8,0,6,69,21,6,3,10,1,0,39,2,2,0,0.223,0.265,0.358,0.622,0.286,62.1,-0.16,-0.26
정진기,1992-10-10,2022,NC,30,CF,39,59,53,4,10,2,0,1,15,4,1,0,6,0,0,19,1,0,0,0.189,0.271,0.283,0.554,0.265,58.2,-0.09,-0.59
김규성,1997-03-08,2020,KIA,23,2B,103,182,157,21,28,2,1,3,41,11,2,1,13,1,0,40,1,11,0,0.178,0.246,0.261,0.507,0.226,21.7,-1.00,-1.85
김규성,1997-03-08,2021,KIA,24,SS,54,41,36,8,5,1,0,0,6,2,0,1,5,0,0,17,0,0,0,0.139,0.244,0.167,0.411,0.216,15.5,-0.28,-0.50
김규성,1997-03-08,2022,KIA,25,2B,70,52,50,14,9,0,1,1,14,4,0,0,1,0,0,12,0,1,0,0.180,0.196,0.280,0.476,0.213,22.3,-0.25,-0.58
김규성,1997-03-08,2023,KIA,26,2B,86,134,120,23,27,4,1,2,39,10,5,2,9,1,0,38,0,4,0,0.225,0.285,0.325,0.610,0.280,67.0,0.19,-1.11
박광열,1995-08-28,2016,NC,21,C,13,15,15,0,6,0,0,0,6,0,0,0,0,0,0,3,1,0,0,0.400,0.400,0.400,0.800,0.378,115.9,0.13,-0.10
박준혁,1991-01-09,2016,한화,25,RF,6,9,8,3,3,2,0,0,5,3,0,0,1,0,0,2,1,0,0,0.375,0.444,0.625,1.069,0.471,173.3,0.13,0.31
박준혁,1991-01-09,2017,한화,26,RF,8,10,10,1,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0.100,0.100,0.100,0.200,0.093,-70.3,-0.29,-0.14
박준혁,1991-01-09,2018,한화,27,RF,4,5,5,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0.200,0.200,0.400,0.600,0.248,32.9,-0.03,-0.09
박준혁,1991-01-09,2019,한화,28,LF,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000,0.000,0.000,0.000,0.000,-127.2,-0.05,-0.00
김태근,1996-08-10,2022,두산,26,CF,2,6,4,0,2,1,0,0,3,2,0,1,1,1,0,1,0,0,0,0.500,0.667,0.750,1.417,0.621,307.7,0.12,0.14
김태근,1996-08-10,2023,두산,27,RF,32,40,37,8,8,3,0,0,11,3,0,3,0,1,0,16,0,2,0,0.216,0.237,0.297,0.534,0.238,36.8,-0.30,-0.31
박찬도,1989-02-22,2014,삼성,25,LF,28,8,8,8,4,0,0,0,4,3,6,2,0,0,0,2,0,0,0,0.500,0.500,0.500,1.000,0.470,174.9,0.12,0.41
박찬도,1989-02-22,2015,삼성,26,CF,117,106,89,32,19,2,1,0,23,9,13,6,8,4,0,25,1,5,0,0.213,0.307,0.258,0.565,0.264,43.8,0.02,-0.58
박찬도,1989-02-22,2018,삼성,29,RF,54,82,73,13,17,4,1,0,23,5,3,3,8,0,0,28,0,1,0,0.233,0.309,0.315,0.624,0.285,59.2,-0.14,0.09
박찬도,1989-02-22,2019,삼성,30,RF,30,34,32,10,9,1,0,0,10,2,0,1,2,0,1,10,0,0,0,0.281,0.324,0.313,0.636,0.291,72.4,-0.02,-0.37
박찬도,1989-02-22,2020,삼성,31,LF,51,116,96,20,21,5,0,1,29,8,5,1,15,1,1,22,2,2,2,0.219,0.325,0.302,0.627,0.292,65.3,-0.14,-0.62
전민재,1999-06-30,2018,두산,19,3B,12,8,8,2,3,1,0,0,4,3,0,0,0,0,0,2,1,0,0,0.375,0.375,0.500,0.875,0.385,125.2,-0.00,-0.06
전민재,1999-06-30,2021,두산,22,3B,9,5,4,1,1,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0.250,0.200,0.250,0.450,0.192,0.1,-0.02,0.05
전민재,1999-06-30,2022,두산,23,SS,35,46,45,11,13,1,0,0,14,0,3,0,0,0,0,12,3,1,0,0.289,0.289,0.311,0.600,0.275,64.5,0.12,-0.11
전민재,1999-06-30,2023,두산,24,3B,19,18,17,3,4,2,0,0,6,1,0,3,0,0,0,3,2,1,0,0.235,0.235,0.353,0.588,0.254,48.4,-0.14,-0.44
김수환,1998-03-20,2020,키움,22,1B,9,12,11,1,2,1,0,0,3,2,0,0,1,0,0,5,1,0,0,0.182,0.250,0.273,0.523,0.247,37.1,-0.13,-0.45
김수환,1998-03-20,2021,키움,23,1B,13,43,40,5,8,2,0,2,16,5,0,0,2,0,0,17,2,0,1,0.200,0.233,0.400,0.633,0.281,65.6,-0.04,-0.08
김수환,1998-03-20,2022,키움,24,1B,57,168,140,18,25,6,0,4,43,14,0,0,21,3,0,56,0,3,1,0.179,0.297,0.307,0.604,0.284,74.9,-0.07,-0.63
김수환,1998-03-20,2023,키움,25,1B,50,114,97,8,21,4,0,2,31,15,0,0,11,4,0,36,1,1,1,0.216,0.319,0.320,0.638,0.306,85.2,0.12,-0.06
최경모,1996-06-17,2019,SK,23,2B,17,16,16,2,1,1,0,0,2,1,0,0,0,0,0,2,0,0,0,0.063,0.063,0.125,0.188,0.082,-69.4,-0.25,-0.05
최경모,1996-06-17,2022,SSG,26,3B,98,75,73,16,22,2,0,0,24,4,2,0,1,0,0,18,1,1,0,0.301,0.311,0.329,0.640,0.296,79.6,0.12,-0.31
최경모,1996-06-17,2023,SSG,27,3B,26,20,20,6,3,0,0,0,3,1,2,0,0,0,0,5,0,0,0,0.150,0.150,0.150,0.300,0.143,-27.3,-0.14,-0.09
송준석,1994-05-04,2019,삼성,25,LF,26,56,51,6,12,3,0,1,18,4,0,0,2,1,0,14,3,1,1,0.235,0.273,0.353,0.626,0.282,63.1,-0.08,-0.43
송준석,1994-05-04,2020,삼성,26,RF,32,50,47,5,13,5,0,1,21,7,0,0,2,1,0,6,4,0,0,0.277,0.320,0.447,0.767,0.345,98.7,0.12,0.19
송준석,1994-05-04,2021,삼성,27,LF,19,55,51,5,12,2,0,2,20,4,0,0,3,1,0,13,1,0,0,0.235,0.291,0.392,0.683,0.317,81.8,0.06,-0.22
송준석,1994-05-04,2022,삼성,28,RF,17,32,29,3,4,0,0,0,4,1,0,0,1,1,0,5,1,1,0,0.138,0.194,0.138,0.332,0.164,-11.5,-0.36,-0.56
송준석,1994-05-04,2023,삼성,29,DH,7,8,8,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.250,0.250,0.250,0.500,0.238,35.6,-0.04,-0.11
이재용,1999-02-28,2022,NC,23,C,8,6,5,1,1,0,0,1,4,2,0,0,1,0,0,2,1,0,0,0.200,0.333,0.800,1.133,0.467,191.4,0.12,-0.01
박대온,0000-00-00,2023,NC,2023,C,2,6,5,2,2,1,0,0,3,1,0,0,0,1,0,1,0,0,0,0.400,0.500,0.600,1.100,0.507,218.5,0.11,0.04
최윤석,1987-03-28,2016,한화,29,SS,11,17,16,2,2,0,0,0,2,0,0,0,1,0,0,4,0,0,0,0.125,0.177,0.125,0.302,0.155,-33.4,-0.16,-0.21
최윤석,1987-03-28,2017,한화,30,3B,21,33,32,3,7,0,0,0,7,2,0,0,0,0,0,6,0,1,0,0.219,0.219,0.219,0.438,0.197,-0.4,-0.27,0.12
최윤석,1987-03-28,2019,한화,32,SS,7,15,12,3,3,0,0,0,3,1,0,0,3,0,0,4,0,0,0,0.250,0.400,0.250,0.650,0.333,102.8,0.11,-0.05
허일,1992-11-20,2018,롯데,26,RF,9,15,14,1,5,0,0,0,5,0,0,0,1,0,0,2,0,0,0,0.357,0.400,0.357,0.757,0.355,103.6,0.06,-0.20
허일,1992-11-20,2019,롯데,27,CF,71,162,149,14,38,4,0,1,45,17,2,1,12,1,0,28,1,0,0,0.255,0.315,0.302,0.617,0.296,74.9,0.11,0.12
허일,1992-11-20,2020,롯데,28,RF,60,95,84,5,15,4,0,1,22,6,0,0,8,1,0,29,4,2,0,0.179,0.258,0.262,0.520,0.244,32.7,-0.59,-0.46
김응민,1991-10-22,2014,두산,23,C,11,12,10,0,2,0,0,0,2,3,0,0,0,2,0,1,0,0,0,0.200,0.333,0.200,0.533,0.285,54.2,0.01,0.01
김응민,1991-10-22,2019,삼성,28,C,8,13,13,0,3,1,0,0,4,0,0,0,0,0,0,6,1,0,0,0.231,0.231,0.308,0.539,0.247,40.9,-0.01,-0.28
김응민,1991-10-22,2020,삼성,29,C,45,85,76,7,17,1,0,0,18,5,0,0,5,1,0,22,1,3,0,0.224,0.281,0.237,0.517,0.245,35.7,-0.23,0.05
김응민,1991-10-22,2021,삼성,30,C,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,-126.4,-0.04,-0.06
김응민,1991-10-22,2022,NC,31,C,34,75,67,7,9,1,0,1,13,5,0,0,3,2,0,12,3,2,1,0.134,0.192,0.194,0.386,0.182,1.2,-0.47,-0.64
허웅,1983-09-17,2014,SK,31,C,5,7,6,1,2,0,0,0,2,1,0,0,0,0,0,3,0,0,1,0.333,0.286,0.333,0.619,0.268,46.3,0.01,0.02
허웅,1983-09-17,2015,SK,32,C,18,19,17,2,5,1,0,0,6,3,0,0,2,0,0,3,0,0,0,0.294,0.368,0.353,0.721,0.341,98.5,0.11,-0.04
김도환,2000-04-14,2019,삼성,19,C,61,106,93,7,19,6,0,2,31,7,0,0,8,0,0,36,0,4,1,0.204,0.265,0.333,0.598,0.266,52.2,0.11,-0.44
김도환,2000-04-14,2020,삼성,20,C,34,49,41,2,9,2,0,0,11,9,0,0,5,0,0,16,0,1,2,0.220,0.292,0.268,0.560,0.262,47.0,-0.08,-0.32
김도환,2000-04-14,2021,삼성,21,C,25,46,41,1,6,2,0,0,8,1,0,1,2,2,0,20,0,1,0,0.146,0.222,0.195,0.417,0.206,11.9,-0.28,-0.32
김도환,2000-04-14,2023,삼성,23,C,9,8,7,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.143,0.250,0.143,0.393,0.210,17.5,-0.04,-0.07
박기혁,1981-06-04,2014,롯데,33,SS,22,63,51,8,8,2,0,0,10,2,0,1,10,0,0,11,1,2,0,0.157,0.295,0.196,0.491,0.248,28.2,-0.23,-0.41
박기혁,1981-06-04,2015,kt,34,SS,126,350,300,27,84,13,1,1,102,30,3,0,30,3,0,84,10,16,1,0.280,0.350,0.340,0.690,0.311,71.7,0.00,-1.06
박기혁,1981-06-04,2016,kt,35,SS,117,348,308,36,84,13,0,2,103,34,0,2,27,1,0,53,8,10,2,0.273,0.331,0.334,0.666,0.306,64.1,0.10,-0.29
박기혁,1981-06-04,2017,kt,36,SS,97,263,235,22,56,11,1,2,75,18,2,1,16,2,0,51,9,7,3,0.238,0.289,0.319,0.608,0.271,46.9,-0.54,-1.17
박기혁,1981-06-04,2018,KT,37,SS,98,196,173,17,37,6,0,1,46,15,1,0,13,2,0,50,8,5,3,0.214,0.272,0.266,0.538,0.244,28.9,-0.80,-1.86
김정혁,1985-08-03,2014,삼성,29,3B,2,5,5,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.000,0.000,0.000,0.000,0.000,-134.8,-0.12,-0.17
김정혁,1985-08-03,2015,삼성,30,1B,17,20,18,3,3,0,0,0,3,1,0,0,1,0,0,3,0,1,0,0.167,0.211,0.167,0.377,0.177,-14.3,-0.23,-0.35
김정혁,1985-08-03,2016,삼성,31,3B,46,118,106,13,25,1,1,2,34,11,1,1,9,1,0,25,3,1,1,0.236,0.299,0.321,0.620,0.288,53.1,-0.19,-0.88
김정혁,1985-08-03,2017,삼성,32,3B,31,91,84,15,23,5,0,0,28,13,3,1,4,2,0,18,1,0,1,0.274,0.319,0.333,0.652,0.301,70.7,0.10,0.45
박수종,1999-02-25,2023,키움,24,RF,17,27,25,2,11,0,2,0,15,3,0,0,1,0,0,4,0,0,1,0.440,0.444,0.600,1.044,0.469,190.8,0.42,0.13
김진형,1990-06-07,2014,두산,24,3B,28,42,38,5,9,1,0,0,10,5,0,0,3,0,0,7,0,1,0,0.237,0.293,0.263,0.556,0.262,38.3,-0.15,0.28
김진형,1990-06-07,2015,두산,25,3B,14,21,18,3,3,2,0,1,8,2,0,0,3,0,0,7,1,0,0,0.167,0.286,0.444,0.730,0.317,91.2,0.10,-0.01
김진형,1990-06-07,2019,NC,29,1B,11,23,20,2,3,1,0,0,4,2,0,0,0,0,0,4,1,1,2,0.150,0.136,0.200,0.336,0.139,-32.9,-0.35,-0.35
임재현,1991-05-29,2019,SK,28,RF,6,3,3,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0.667,0.667,0.667,1.333,0.630,302.1,0.10,-0.01
홍재호,1987-05-10,2016,KIA,29,2B,22,16,13,4,1,0,0,0,1,1,0,0,2,0,0,3,0,0,1,0.077,0.188,0.077,0.264,0.152,-34.6,-0.23,-0.05
홍재호,1987-05-10,2018,KIA,31,2B,56,87,76,16,20,6,0,1,29,9,0,0,8,0,0,12,2,3,0,0.263,0.333,0.382,0.715,0.311,76.5,0.10,-0.57
홍재호,1987-05-10,2019,KIA,32,2B,10,20,19,2,4,0,0,0,4,0,0,0,1,0,0,5,1,0,0,0.211,0.250,0.211,0.461,0.225,24.6,-0.05,0.17
박헌욱,1993-04-11,2018,NC,25,CF,10,23,22,1,6,2,0,1,11,3,1,0,1,0,0,5,1,0,0,0.273,0.304,0.500,0.804,0.340,94.2,0.10,-0.10
박헌욱,1993-04-11,2019,NC,26,CF,6,9,9,0,1,1,0,0,2,1,0,0,0,0,0,5,1,0,0,0.111,0.111,0.222,0.333,0.146,-28.9,-0.11,0.03
박지훈,2000-09-07,2021,두산,21,1B,34,14,12,6,4,1,0,0,5,2,3,1,1,1,0,3,0,0,0,0.333,0.429,0.417,0.845,0.408,146.4,0.10,0.23
박지훈,2000-09-07,2023,두산,23,1B,13,12,10,1,3,1,0,0,4,2,1,0,2,0,0,3,0,0,0,0.300,0.417,0.400,0.817,0.391,140.7,0.05,-0.10
장운호,1994-02-20,2014,한화,20,CF,39,70,64,7,17,1,0,1,21,7,1,1,1,1,0,10,1,4,0,0.266,0.288,0.328,0.616,0.268,36.5,-0.25,-0.09
장운호,1994-02-20,2015,한화,21,RF,42,141,114,17,29,4,0,2,39,8,5,2,10,6,0,27,4,11,0,0.254,0.346,0.342,0.688,0.300,63.9,-0.26,-0.54
장운호,1994-02-20,2016,한화,22,LF,51,85,76,7,18,2,1,0,22,11,0,0,4,2,0,16,1,3,0,0.237,0.293,0.289,0.582,0.268,40.4,-0.29,-0.05
장운호,1994-02-20,2019,한화,25,RF,7,12,10,2,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0.100,0.182,0.100,0.282,0.139,-31.8,-0.20,-0.04
장운호,1994-02-20,2020,한화,26,RF,24,29,27,5,4,1,0,1,8,4,0,0,2,0,0,9,0,0,0,0.148,0.207,0.296,0.503,0.228,24.0,-0.16,0.06
장운호,1994-02-20,2021,한화,27,RF,102,338,285,36,67,10,0,0,77,28,3,6,36,7,0,77,7,7,3,0.235,0.332,0.270,0.603,0.295,71.0,-0.30,-1.65
장운호,1994-02-20,2022,한화,28,RF,57,146,122,12,29,3,0,1,35,15,0,2,17,3,1,24,2,2,2,0.238,0.340,0.287,0.627,0.299,81.1,0.10,-0.01
장운호,1994-02-20,2023,한화,29,RF,4,11,9,1,2,0,0,0,2,1,0,0,2,0,0,2,0,0,0,0.222,0.364,0.222,0.586,0.306,83.1,0.03,-0.20
오승택,1991-11-18,2016,롯데,25,DH,42,135,123,17,32,6,0,3,47,7,6,2,12,0,0,37,5,0,0,0.260,0.326,0.382,0.708,0.326,78.9,-0.09,-1.31
오승택,1991-11-18,2019,KT,28,1B,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,-127.2,0.10,-0.14
양원혁,1991-07-21,2018,LG,27,2B,7,6,5,3,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0.400,0.500,0.400,0.900,0.428,151.8,0.09,-0.02
김진곤,1987-09-10,2015,kt,28,LF,67,87,85,11,18,1,0,0,19,6,4,2,0,1,0,20,0,1,0,0.212,0.221,0.224,0.445,0.206,2.7,-0.83,0.04
김진곤,1987-09-10,2017,kt,30,LF,28,40,39,9,11,1,0,2,18,8,1,0,1,0,0,11,0,0,0,0.282,0.300,0.462,0.762,0.330,86.1,0.09,-0.44
김진곤,1987-09-10,2018,KT,31,RF,19,23,21,4,3,1,0,0,4,0,0,2,2,0,0,3,0,0,0,0.143,0.217,0.190,0.408,0.197,-2.0,-0.29,-0.19
김진곤,1987-09-10,2019,KT,32,CF,19,34,30,4,8,2,0,0,10,6,1,1,2,0,0,8,1,2,0,0.267,0.313,0.333,0.646,0.287,67.2,-0.10,0.03
오선우,1996-12-13,2019,KIA,23,RF,27,57,53,5,8,1,1,1,14,4,0,0,3,1,0,24,0,0,0,0.151,0.211,0.264,0.475,0.223,22.2,-0.39,-0.75
오선우,1996-12-13,2020,KIA,24,RF,59,73,67,11,16,0,0,4,28,14,0,0,3,3,0,26,2,0,0,0.239,0.301,0.418,0.719,0.324,85.6,0.08,-0.13
오선우,1996-12-13,2021,KIA,25,LF,9,16,15,1,1,0,0,0,1,0,0,0,1,0,0,9,0,0,0,0.067,0.125,0.067,0.192,0.106,-57.0,-0.29,-0.32
오선우,1996-12-13,2023,KIA,27,1B,24,22,20,2,4,0,0,2,10,4,0,0,2,0,0,13,0,0,0,0.200,0.273,0.500,0.773,0.343,113.6,0.09,0.03
김주성,1998-01-30,2017,LG,19,3B,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,0.927,486.1,0.05,0.00
김주성,1998-01-30,2021,LG,23,3B,3,7,6,1,1,0,0,1,4,1,0,0,1,0,0,3,0,0,0,0.167,0.286,0.667,0.952,0.399,160.4,0.08,-0.29
김주성,1998-01-30,2023,LG,25,SS,11,7,5,1,1,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0.200,0.429,0.200,0.629,0.349,111.7,0.00,0.00
김민준,1994-02-12,2015,넥센,21,CF,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.500,0.000,0.500,0.367,107.9,0.08,0.00
김민준,1994-02-12,2016,넥센,22,RF,20,13,12,4,1,0,0,0,1,0,0,1,1,0,0,5,0,0,0,0.083,0.154,0.083,0.237,0.130,-50.1,-0.24,-0.19
김민준,1994-02-12,2017,넥센,23,CF,12,5,4,2,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0.000,0.200,0.000,0.200,0.000,-128.5,-0.12,-0.17
김민준,1994-02-12,2020,SK,26,LF,12,5,4,4,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0.000,0.000,0.000,0.000,0.000,-126.0,-0.15,0.12
강지광,1990-10-23,2015,넥센,25,LF,13,21,18,3,5,0,0,0,5,2,0,0,2,1,0,9,0,0,0,0.278,0.381,0.278,0.659,0.329,87.9,0.08,0.28
강지광,1990-10-23,2016,넥센,26,LF,40,80,66,10,13,2,0,1,18,7,1,3,11,1,0,24,1,1,1,0.197,0.317,0.273,0.589,0.286,50.7,-0.26,-0.48
강지광,1990-10-23,2017,넥센,27,RF,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000,0.000,0.000,0.000,0.000,-132.7,-0.05,-0.07
박윤,1988-03-07,2014,SK,26,1B,6,15,15,0,4,0,0,0,4,2,0,0,0,0,0,5,0,0,0,0.267,0.267,0.267,0.533,0.251,33.1,-0.09,-0.27
박윤,1988-03-07,2015,SK,27,1B,17,29,27,1,3,0,0,0,3,0,0,0,0,1,0,13,1,1,0,0.111,0.143,0.111,0.254,0.123,-47.5,-0.50,-0.36
박윤,1988-03-07,2016,넥센,28,1B,7,12,11,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0.091,0.167,0.091,0.258,0.141,-42.9,-0.19,-0.06
박윤,1988-03-07,2017,넥센,29,1B,9,18,16,2,5,1,0,0,6,0,0,0,2,0,0,4,0,0,0,0.313,0.389,0.375,0.764,0.357,103.8,0.08,0.02
이인혁,1999-01-03,2019,NC,20,RF,6,9,8,1,2,0,0,1,5,1,0,0,1,0,0,3,0,0,0,0.250,0.333,0.625,0.958,0.416,150.7,0.08,-0.05
강현구,2002-06-16,2022,두산,20,LF,3,5,3,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.333,0.600,0.333,0.933,0.482,206.5,0.08,0.03
이원석,1999-03-31,2019,한화,20,CF,13,9,6,3,0,0,0,0,0,0,2,0,2,1,0,5,0,0,0,0.000,0.333,0.000,0.333,0.244,39.4,-0.11,0.04
이원석,1999-03-31,2021,한화,22,CF,43,130,114,12,20,1,1,1,26,9,4,2,8,2,0,43,1,4,2,0.175,0.238,0.228,0.466,0.221,22.0,-0.71,-1.37
이원석,1999-03-31,2022,한화,23,CF,20,39,35,4,4,0,0,1,7,1,0,0,3,0,0,18,1,1,0,0.114,0.184,0.200,0.384,0.181,0.4,-0.29,-0.52
이원석,1999-03-31,2023,한화,24,CF,75,138,116,19,22,1,1,0,25,8,13,3,21,1,0,33,3,0,0,0.190,0.319,0.216,0.534,0.276,63.7,0.03,-1.11
장시윤,1993-09-23,2015,넥센,22,3B,17,31,29,2,8,0,0,0,8,2,0,1,0,0,0,9,1,2,0,0.276,0.276,0.276,0.552,0.241,29.3,-0.27,-0.24
장시윤,1993-09-23,2016,넥센,23,2B,9,14,10,3,2,0,0,0,2,0,0,0,3,1,0,2,1,0,0,0.200,0.429,0.200,0.629,0.350,92.7,0.07,-0.14
장시윤,1993-09-23,2018,LG,25,3B,8,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,-130.7,-0.05,-0.03
정준영,2004-01-26,2023,KT,19,CF,34,55,48,6,14,2,0,0,16,6,0,0,3,0,0,11,1,4,0,0.292,0.333,0.333,0.667,0.296,73.5,0.07,-0.36
김태우,1989-07-23,2014,NC,25,C,5,5,5,0,1,1,0,0,2,0,0,0,0,0,0,3,0,0,0,0.200,0.200,0.400,0.600,0.253,28.5,-0.01,-0.02
김태우,1989-07-23,2017,NC,28,C,3,7,7,0,3,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0.429,0.429,0.429,0.857,0.397,135.2,0.07,0.08
추승우,1979-09-24,2014,한화,35,CF,9,10,6,3,1,0,0,0,1,0,0,0,4,0,0,2,0,0,0,0.167,0.500,0.167,0.667,0.392,119.9,0.07,0.12
안상현,1997-01-27,2019,SK,22,2B,65,108,102,14,24,3,0,0,27,5,7,3,4,0,0,28,3,1,1,0.235,0.262,0.265,0.526,0.247,42.0,-0.28,-0.12
안상현,1997-01-27,2021,SSG,24,2B,37,40,39,9,10,2,0,1,15,4,3,1,1,0,0,15,0,0,0,0.256,0.275,0.385,0.660,0.304,73.9,0.07,-0.11
안상현,1997-01-27,2022,SSG,25,2B,46,47,38,12,6,0,0,2,12,5,2,0,5,1,0,12,2,3,0,0.158,0.273,0.316,0.589,0.261,50.6,0.03,-0.29
안상현,1997-01-27,2023,SSG,26,2B,49,63,55,7,12,3,0,0,15,2,3,1,5,0,0,14,1,3,0,0.218,0.283,0.273,0.556,0.257,52.1,-0.04,-0.41
이창열,1991-09-06,2014,한화,23,3B,22,25,21,5,4,2,1,0,8,3,1,0,3,1,0,6,0,0,0,0.190,0.320,0.381,0.701,0.321,68.2,0.07,0.18
이창열,1991-09-06,2017,한화,26,DH,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,-132.7,-0.03,-0.06
이창열,1991-09-06,2019,한화,28,DH,11,16,13,3,2,0,0,0,2,1,0,0,1,1,0,5,1,1,0,0.154,0.267,0.154,0.421,0.210,18.9,-0.09,0.07
차일목,1981-01-26,2014,KIA,33,C,94,224,185,17,35,6,0,2,47,18,0,2,24,2,0,28,7,11,2,0.189,0.286,0.254,0.540,0.251,29.6,-0.54,-2.02
차일목,1981-01-26,2015,KIA,34,C,11,25,23,0,4,0,0,0,4,2,0,0,2,0,0,4,1,0,0,0.174,0.240,0.174,0.414,0.208,5.1,-0.17,-0.83
차일목,1981-01-26,2016,한화,35,C,117,329,276,30,63,8,0,3,80,38,0,0,30,4,0,57,9,13,6,0.228,0.307,0.290,0.597,0.275,44.2,-0.62,-1.90
차일목,1981-01-26,2017,한화,36,C,52,112,92,7,19,3,0,1,25,7,1,1,13,3,0,21,5,4,0,0.207,0.324,0.272,0.596,0.280,53.7,0.06,-1.11
박지규,1991-10-12,2015,LG,24,2B,102,189,171,22,35,8,1,0,45,12,5,3,10,3,0,49,1,4,1,0.205,0.260,0.263,0.523,0.242,28.4,-0.73,-0.92
박지규,1991-10-12,2018,LG,27,2B,26,53,47,6,8,2,0,1,13,5,2,0,3,0,0,17,2,2,1,0.170,0.216,0.277,0.492,0.210,11.0,-0.37,-0.38
박지규,1991-10-12,2019,LG,28,2B,10,18,11,2,1,0,0,0,1,1,0,0,4,2,0,7,0,1,0,0.091,0.412,0.091,0.503,0.296,77.7,0.06,0.11
백동훈,1990-09-16,2015,롯데,25,RF,8,9,7,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.000,0.222,0.000,0.222,0.166,-20.8,-0.09,-0.04
백동훈,1990-09-16,2018,두산,28,RF,23,34,27,7,6,2,0,1,11,4,0,0,5,1,0,11,1,0,1,0.222,0.353,0.407,0.760,0.338,97.2,0.06,-0.07
백동훈,1990-09-16,2019,두산,29,RF,41,52,47,8,8,2,0,0,10,2,0,1,3,2,0,16,0,0,0,0.170,0.250,0.213,0.463,0.230,30.8,-0.27,-0.39
백동훈,1990-09-16,2020,두산,30,RF,27,19,16,5,3,1,0,0,4,0,0,0,1,2,0,4,0,0,0,0.188,0.316,0.250,0.566,0.286,64.2,-0.00,-0.41
백동훈,1990-09-16,2021,두산,31,CF,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.000,0.000,0.000,0.000,0.000,-126.4,-0.07,-0.05
박한결,2004-04-26,2023,NC,19,LF,4,6,6,2,3,1,0,1,7,4,0,0,0,0,0,2,0,0,0,0.500,0.500,1.167,1.667,0.730,360.7,0.20,0.44
유서준,1995-12-04,2015,SK,20,2B,17,13,12,5,1,0,0,0,1,0,3,1,1,0,0,3,1,0,0,0.083,0.154,0.083,0.237,0.128,-45.6,-0.12,-0.09
유서준,1995-12-04,2016,SK,21,DH,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.000,0.000,0.000,0.000,0.000,-133.8,-0.27,-0.04
유서준,1995-12-04,2020,SK,25,SS,28,25,24,10,6,1,0,1,10,2,1,1,1,0,0,7,2,0,0,0.250,0.280,0.417,0.697,0.310,75.3,0.06,-0.11
유서준,1995-12-04,2021,SSG,26,CF,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000,0.000,0.000,0.000,0.000,-126.4,-0.05,-0.00
김선우,2001-01-18,2023,KIA,22,C,5,7,7,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.143,0.143,0.143,0.286,0.136,-31.6,-0.07,-0.20
서예일,1993-06-19,2016,두산,23,SS,31,21,19,3,2,0,0,0,2,0,0,0,2,0,0,8,1,0,0,0.105,0.191,0.105,0.296,0.161,-29.5,-0.22,-0.18
